id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
442,Nezumi,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
443,Don Quijote Rosinante,0,Marine,Sourdine fruit,Morto,Lieutenant-Colonel,Não,Não tem recompensa,Sem recompensa
444,Hermep,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
445,Fullbody,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
446,Jango,0,Marine,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
447,Sengoku,0,Marine,"Fruit of the Human, Buddha version",living,Observer,Não,Não tem recompensa,Sem recompensa
448,Sentomaru,0,Marine,Não tem,living,Captain of the Scientific Brigade,Não,Não tem recompensa,Sem recompensa
449,X-Drake,0,Marine,"Fruit of the Dinosaur, Allosaurus version",living,Captain of the Sword,Não,Não tem recompensa,Sem recompensa
450,Kaiser Moustache,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
451,Cancer,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
452,Mozambia,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
453,Lacroix,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
454,Ronz,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
455,Dohn Deynon,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
456,Draw,0,Marine,Não tem,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
457,Sicily,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
458,Akehende,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
459,Catacombo,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
460,Kadar,0,Marine,Não tem,living,Sub-Admiral,Não,Não tem recompensa,Sem recompensa
461,Daigin,0,Marine,Não tem,living,Rear Admiral,Não,Não tem recompensa,Sem recompensa
462,Gorilla,0,Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
463,Stelly,0,Royaume de Goa,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Queen,Não,Não tem recompensa,Sem recompensa
465,Outlook III,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,Não tem recompensa,Sem recompensa
466,Didit,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,Não tem recompensa,Sem recompensa
467,Makino,0,Royaume de Goa,Não tem,living,Bar owner,Não,Não tem recompensa,Sem recompensa
468,Woop Slap,0,Royaume de Goa,Não tem,living,Mayor of the village of Fuchsia,Não,Não tem recompensa,Sem recompensa
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
470,Dogra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
471,Magra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,Não tem recompensa,Sem recompensa
472,Higuma,0,Royaume de Goa,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Dojo Master,Não,Não tem recompensa,Sem recompensa
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
476,Boodle,0,Archipel des Argao,Não tem,living,Mayor of the village of Orange,Não,Não tem recompensa,Sem recompensa
477,Chouchou,0,Archipel des Argao,Não tem,living,Store owner,Não,Não tem recompensa,Sem recompensa
478,Gaimone,0,Île des animaux étranges,Não tem,living,Guard,Não,Não tem recompensa,Sem recompensa
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
480,Kaya,0,Archipel des Gecko,Não tem,living,Medical student,Não,Não tem recompensa,Sem recompensa
481,Merry,0,Archipel des Gecko,Não tem,living,Butler,Não,Não tem recompensa,Sem recompensa
482,Oignon,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
483,Piment,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
484,Carotte,0,Archipel des Gecko,Não tem,living,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
485,Banchina,0,Archipel des Gecko,Não tem,Morto,Resident of vilalge de Sirop,Não,Não tem recompensa,Sem recompensa
486,Zeff,0,Baratie,Não tem,living,Owner and Chef,Não,Não tem recompensa,Sem recompensa
487,Patty,0,Baratie,Não tem,living,Pastry chef,Não,Não tem recompensa,Sem recompensa
488,Canne,0,Baratie,Não tem,living,Meat cook,Não,Não tem recompensa,Sem recompensa
489,Belmer,0,Archipel Conomi,Não tem,Morto,Tangerine grower,Não,Não tem recompensa,Sem recompensa
490,Nojiko,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,Não tem recompensa,Sem recompensa
491,Genzo,0,Archipel Conomi,Não tem,living,Sheriff,Não,Não tem recompensa,Sem recompensa
492,Nako,0,Archipel Conomi,Não tem,living,Doctor,Não,Não tem recompensa,Sem recompensa
493,Chabo,0,Archipel Conomi,Não tem,living,Tangerine grower,Não,Não tem recompensa,Sem recompensa
494,Johny,0,Archipel Conomi,Não tem,living,Fisherman,Não,Não tem recompensa,Sem recompensa
495,Yosaku,0,Archipel Conomi,Não tem,living,Fisherman,Não,Não tem recompensa,Sem recompensa
496,Ipponmatsu,0,Loguetown,Não tem,living,Armurier,Não,Não tem recompensa,Sem recompensa
497,Montblanc Norland,0,Royaume de Lvneel,Não tem,Morto,Explorer,Não,Não tem recompensa,Sem recompensa
498,Don Quijote Homing,0,Dragon Célestes,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
499,Portgas D. Rouge,0,Baterilla,Não tem,Morto,,Não,Não tem recompensa,Sem recompensa
500,Wapol,0,Royaume maléfique de Black Drum,Fruit of the Glutton,living,King,Não,Não tem recompensa,Sem recompensa
501,Kinderella,0,Royaume maléfique de Black Drum,Não tem,living,Queen,Não,Não tem recompensa,Sem recompensa
502,Clover,0,Ohara,Não tem,Morto,Library Manager,Não,Não tem recompensa,Sem recompensa
503,Nico Olvia,0,Ohara,Não tem,Morto,Archaeologist,Não,Não tem recompensa,Sem recompensa
504,Haguar D. Sauro,0,Ohara,Não tem,Morto,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
505,Ramen,0,Pays des fleurs,Não tem,unknown,King,Não,Não tem recompensa,Sem recompensa
506,Chinjao,542000000,Pays des fleurs,Não tem,living,,Não,542 milhão(ões) de berries,Milhões
507,Crocus,0,Cap des Jumeaux,Não tem,living,Lighthouse keeper,Não,Não tem recompensa,Sem recompensa
508,Laboon,0,Cap des Jumeaux,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
509,Miss Monday,0,Île aux cactus,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
510,Mr 9,0,Île aux cactus,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
511,Dorry,0,Little Garden,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
512,Broggy,0,Little Garden,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
513,Dolton,0,Île de Drum,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
514,Kureha,0,Île de Drum,Não tem,living,Doctor,Não,Não tem recompensa,Sem recompensa
515,Hiluluk,0,Île de Drum,Não tem,Morto,Doctor,Não,Não tem recompensa,Sem recompensa
516,Chess,0,Île de Drum,Não tem,living,Chief of Staff,Não,Não tem recompensa,Sem recompensa
517,Kuromarimo,0,Île de Drum,Não tem,living,Director,Não,Não tem recompensa,Sem recompensa
518,Nefertari Cobra,0,Alabasta,Não tem,living,12th King,Não,Não tem recompensa,Sem recompensa
519,Nefertari Titi,0,Alabasta,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
520,Nefertari Vivi,0,Alabasta,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
521,Igaram,0,Alabasta,Não tem,living,Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
522,Chaka,0,Alabasta,"Fruit of the Canidae, Jackal version",living,Deputy Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
523,Pell,0,Alabasta,"Fruit du Volatile, Falcon version",living,Deputy Commander of the Royal Guard,Não,Não tem recompensa,Sem recompensa
524,Kaloo,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
525,Longs-Cils,0,Alabasta,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
526,Stomp,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
527,Ivan X,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
528,Cowboy,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
529,Bourdon Jr.,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
530,Kentarôs,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
531,Hikoichi,0,Alabasta,Não tem,living,Super Duck Squadron,Não,Não tem recompensa,Sem recompensa
532,Koza,0,Alabasta,Não tem,living,Minister for the Environment,Não,Não tem recompensa,Sem recompensa
533,Toto,0,Alabasta,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
534,Tonjit,0,Long Ring Long Land,Não tem,living,Nomad,Não,Não tem recompensa,Sem recompensa
535,Shelly,0,Long Ring Long Land,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
536,Gedatsu,0,Source de l'insouciance,Não tem,living,Employee,Não,Não tem recompensa,Sem recompensa
537,Icebarg,0,Water Seven,Não tem,living,Galley-La Company (manager),Não,Não tem recompensa,Sem recompensa
538,Pauly,0,Water Seven,Não tem,living,Galley-La Company (vice-manager),Não,Não tem recompensa,Sem recompensa
539,Peeply Lulu,0,Water Seven,Não tem,living,Galley-La Company (head of coaters and blacksmiths),Não,Não tem recompensa,Sem recompensa
540,Tilestone,0,Water Seven,Não tem,living,"Galley-La Company (head of cabinetmakers, sailmakers and sailmakers)",Não,Não tem recompensa,Sem recompensa
541,Zanbai,0,Water Seven,Não tem,living,Galley-La Company (Zanbai syndicate),Não,Não tem recompensa,Sem recompensa
542,Mozu,0,Water Seven,Não tem,living,Bartender,Não,Não tem recompensa,Sem recompensa
543,Kiwi,0,Water Seven,Não tem,living,Bartender,Não,Não tem recompensa,Sem recompensa
544,Tom,0,Water Seven,Não tem,Morto,Tom's Workers (boss),Não,Não tem recompensa,Sem recompensa
545,Kokoro,0,Water Seven,Não tem,living,Shift Station Station Manager,Não,Não tem recompensa,Sem recompensa
546,Chimney,0,Water Seven,Não tem,living,Shift Station Sunday stationmaster,Não,Não tem recompensa,Sem recompensa
547,Gonbei,0,Water Seven,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
548,Yokozuma,0,Water Seven,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
549,Silvers Rayleigh,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
550,Shakuyaku,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
551,Disco,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
552,Duval,0,Archipel des Sabaody,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
553,Héraclès,0,Archipel de Boing,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
554,Loki,0,Erbaf,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
555,Jorl,0,Erbaf,Não tem,Morto,Resident,Não,Não tem recompensa,Sem recompensa
556,Jarl,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
557,Oimo,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
558,Kaashii,0,Erbaf,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
559,Sukiyaki Kozuki,0,Pays des Wa,Não tem,living,Shogun,Não,Não tem recompensa,Sem recompensa
560,Oden Kozuki,0,Pays des Wa,Não tem,Morto,Lord of Kuri,Não,Não tem recompensa,Sem recompensa
561,Toki Kozuki,0,Pays des Wa,Fruit of Time,Morto,Resident,Não,Não tem recompensa,Sem recompensa
562,Mononosuké Kozuki,0,Pays des Wa, Artificial demon fruit from Vegapunk,living,Shogun,Não,Não tem recompensa,Sem recompensa
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Courtesan,Não,Não tem recompensa,Sem recompensa
564,Kinémon,0,Pays des Wa,Fruit of the Garment,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
565,Denjiro,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
566,Izo,510000000,Pays des Wa,Não tem,Morto,Red sheaths,Não,510 milhão(ões) de berries,Milhões
567,Kikunojo,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
568,Raizo,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
569,Ashura Doji,0,Pays des Wa,Não tem,Morto,Red sheaths,Não,Não tem recompensa,Sem recompensa
570,Kawamatsu,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
571,Shinobu,0,Pays des Wa,Fruit of Maturation,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
572,Orochi Kurozumi,0,Pays des Wa,"Fruit of the Reptile, eight-headed dragon version",Morto,Shogun,Não,Não tem recompensa,Sem recompensa
573,Kanjuro Kurozumi,0,Pays des Wa,Fruit of the Brush,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
574,Semimaru Kurozumi,0,Pays des Wa,Fruit of the Barrier,Morto,Kurozumo clan,Não,Não tem recompensa,Sem recompensa
575,Higurashi Kurozumi,0,Pays des Wa,Travesti-Fruit,Morto,Kurozumo clan,Não,Não tem recompensa,Sem recompensa
576,Ryuma Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
577,Yasui Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
578,Toko,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
579,Onimaru,0,Pays des Wa,"Fruit of the Human, Onyudo version",living,Resident,Não,Não tem recompensa,Sem recompensa
580,Hyogoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the capital of flowers,Não,Não tem recompensa,Sem recompensa
581,Omasa,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Udon region,Não,Não tem recompensa,Sem recompensa
582,Tsunagoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Hakumai region,Não,Não tem recompensa,Sem recompensa
583,Cho,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Ringo region,Não,Não tem recompensa,Sem recompensa
584,Yatappé,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Kibi region,Não,Não tem recompensa,Sem recompensa
585,Tama,0,Pays des Wa,Millet fruit,living,Resident,Não,Não tem recompensa,Sem recompensa
586,Tsurujo,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
587,Komachiyo,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
588,Baboumaru,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
589,Bunbuku,0,Pays des Wa,"Canid Fruit, Tanuki version",living,Resident,Não,Não tem recompensa,Sem recompensa
590,Yamato,0,Pays des Wa,"Fruit of the Canid, Divine Wolf version",living,Resident,Não,Não tem recompensa,Sem recompensa
591,Rock,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não,20 milhão(ões) de berries,Milhões
592,Scotch,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não,20 milhão(ões) de berries,Milhões
593,Smiley,0,Punk Hazard,"Fruit of the Salamander, Axolotl version",Morto,Resident,Não,Não tem recompensa,Sem recompensa
594,Riku Dold III,0,Dressrosa,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
595,Scarlett,0,Dressrosa,Não tem,Morto,Princess,Não,Não tem recompensa,Sem recompensa
596,Kyros,0,Dressrosa,Não tem,living,Commander-in-Chief,Não,Não tem recompensa,Sem recompensa
597,Viola,0,Dressrosa,Fruit of the Eye,living,Princess,Não,Não tem recompensa,Sem recompensa
598,Rebecca,0,Dressrosa,Não tem,living,Next,Não,Não tem recompensa,Sem recompensa
599,Gatz,0,Dressrosa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
600,Tank Lepanto,0,Dressrosa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
601,Guncho,0,Green Bit,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
602,Manshelly,0,Green Bit,Fruit of Healing,living,Princess,Não,Não tem recompensa,Sem recompensa
603,Zunesh,0,Zo,Não tem,living,,Não,Não tem recompensa,Sem recompensa
604,Bêgis Khan,0,Zo,Não tem,living,Lord,Não,Não tem recompensa,Sem recompensa
605,Caborage,0,Zo,Não tem,living,Day Lord / Red Sheaths,Não,Não tem recompensa,Sem recompensa
606,Chavipère,0,Zo,Não tem,living,Seigneur Nocture / Fourreaux Rouges,Não,Não tem recompensa,Sem recompensa
607,Sicilion,0,Zo,Não tem,living,Captain of the Musketeers unit,Não,Não tem recompensa,Sem recompensa
608,Cancelot,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
609,Giovanni,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
610,Wanda,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
611,Carrot,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
612,Pedro,0,Zo,Não tem,Morto,Musketeer unit,Não,Não tem recompensa,Sem recompensa
613,Elizabello II,0,Royaume de Prodence,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
614,Dagama,0,Royaume de Prodence,Não tem,living,Strategist,Não,Não tem recompensa,Sem recompensa
615,Kelly Funk,57000000,Royaume de Mogalo,Fruit de la Pelisse,living,Assassin,Não,57 milhão(ões) de berries,Milhões
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Assassin,Não,36 milhão(ões) de berries,Milhões
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
623,Marco,1374000000,Sphinx,Phoenix Fruit,living,Sphinx (doctor) / Command 1st Whitebeard Fleet,Não,1 bilhão(ões) de berries,Bilhões
624,Gan Forr,0,Skypiea,Não tem,living,God,Não,Não tem recompensa,Sem recompensa
625,Pierre,0,Skypiea,Horse Fruit,living,Resident,Não,Não tem recompensa,Sem recompensa
626,Conis,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
627,Pagaya,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
628,Amazon,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
629,Chef Shandia,0,Skypiea,Não tem,living,Resident / Shandia tribe (chief),Não,Não tem recompensa,Sem recompensa
630,Wiper,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
631,Kamakiri,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
632,Braham,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
633,Genbo,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
634,Laki,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
635,Aisa,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
636,Nora,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
637,Calgara,0,Skypiea,Não tem,Morto,Shandia tribe,Não,Não tem recompensa,Sem recompensa
638,Om,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Iron ordalia),Não,Não tem recompensa,Sem recompensa
639,Satori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Balloon Ordinary),Não,Não tem recompensa,Sem recompensa
640,Shura,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the ordination of sons),Não,Não tem recompensa,Sem recompensa
641,Yama,0,Skypiea,Não tem,living,Skypiea (exile) / Clan Ener (captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
642,Hotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
643,Kotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
644,Haredas,0,Weatheria,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
645,Neptune,0,Île des hommes-poissons,Não tem,living,Monarch,Não,Não tem recompensa,Sem recompensa
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Minister Sénestre,Não,Não tem recompensa,Sem recompensa
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Minister Dextre,Não,Não tem recompensa,Sem recompensa
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Owner Café des Sirènes,Não,Não tem recompensa,Sem recompensa
656,Keimi,0,Île des hommes-poissons,Não tem,living,Café des Sirènes employee,Não,Não tem recompensa,Sem recompensa
657,Pappag,0,Île des hommes-poissons,Não tem,living,"Founder / Designer of the ""Criminal"" brand",Não,Não tem recompensa,Sem recompensa
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Takoyaki merchant,Não,8 milhão(ões) de berries,Milhões
659,Den,0,Île des hommes-poissons,Não tem,living,Carpenter,Não,Não tem recompensa,Sem recompensa
660,Ener,0,La lune,Fulguro-Fruit,living,Manager,Não,Não tem recompensa,Sem recompensa
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Commander-in-Chief,Não,Não tem recompensa,Sem recompensa
662,Sabo,602000000,Armée Révolutionnaire,Pyro-Fruit,living,Chief of Staff,Não,602 milhão(ões) de berries,Milhões
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Fruit of Hormones,living,Command of troop G,Não,100 milhão(ões) de berries,Milhões
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""Septentrionale"" troop",Não,400 milhão(ões) de berries,Milhões
665,Belo Betty,457000000,Armée Révolutionnaire,Fruit of Exaltation,living,"Commander of the ""Oriental"" troop",Não,457 milhão(ões) de berries,Milhões
666,Morley,293000000,Armée Révolutionnaire,Fruit of the Pousse-Pousse,living,"Western"" troop commander",Não,293 milhão(ões) de berries,Milhões
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""southern"" troop",Não,316 milhão(ões) de berries,Milhões
668,Inazuma,100000000,Armée Révolutionnaire,Fruit of the Scissors,living,"Sub-Commander of ""G"" Troop",Não,100 milhão(ões) de berries,Milhões
669,Canard,0,Armée Révolutionnaire,Não tem,living,"Commander of the ""Oriental"" troop",Não,Não tem recompensa,Sem recompensa
670,Koala,0,Armée Révolutionnaire,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
671,Hack,0,Armée Révolutionnaire,Não tem,living,Private,Não,Não tem recompensa,Sem recompensa
672,Zala,35000000,Anciens membres du Baroque Works,Sea Urchin Fruit,living,Special Agent,Não,35 milhão(ões) de berries,Milhões
673,Bentham,32000000,Anciens membres du Baroque Works,Travesti-Fruit,living,Special Agent,Não,32 milhão(ões) de berries,Milhões
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,29 milhão(ões) de berries,Milhões
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,3 milhão(ões) de berries,Milhões
676,Lassou,0,Anciens membres du Baroque Works,"Fruit of the Canid, Basset version",living,Special Agent,Não,Não tem recompensa,Sem recompensa
677,Drophy,14000000,Anciens membres du Baroque Works,Digging Fruit,living,Special Agent,Não,14 milhão(ões) de berries,Milhões
678,Gemme,10000000,Anciens membres du Baroque Works,Fruit Boum-Boum,living,Special Agent,Não,10 milhão(ões) de berries,Milhões
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo-Kilo Fruit,living,Special Agent,Não,8 milhão(ões) de berries,Milhões
680,Jabura,0,Anciens membres du Cipher Pol,"Fruit of the Canid, Wolf version",living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
681,Blueno,0,Anciens membres du Cipher Pol,Fruit of the Porter,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
684,Kalifa,0,Anciens membres du Cipher Pol,Fruit des Bulles,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Frost Fruit,living,Admiral,Não,Não tem recompensa,Sem recompensa
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
689,Bellamy,195000000,Don Quixote's crew,Fruit of the Spring,living,Private,Não,195 milhão(ões) de berries,Milhões
690,Bartholomew Kuma,296000000,Esclave,Fruit of the Pads,living,Lieutenant,Não,296 milhão(ões) de berries,Milhões
691,César Clown,300000000,Punk Hazard,Fruit of the Gas,living,,Não,300 milhão(ões) de berries,Milhões
